scaffold1	scaffold2	connections
12889	753	16
40887	8640	1
43302	44785	1
27111	8566	1
53046	58745	4
22983	53008	1
24891	25178	8
70160	76874	1
23047	53898	2
65985	68977	2
27539	6602	7
22608	3167	5
35151	35152	8
1625	25695	67
34778	52855	1
92060	94318	1
36238	49676	6
2968	5956	1
14568	9176	14
41528	43255	8
20519	65895	1
8808	9872	4
22111	23471	5
13093	4476	9
51813	9836	6
64882	82988	2
29758	5009	14
27271	53458	2
21401	27921	106
299	36666	6
16089	36490	14
27515	4571	2
70224	75892	3
12231	15018	22
36549	718	3
26361	5705	3
31190	57053	4
12883	28399	1
3301	4963	2
57891	9370	2
31401	64464	41
13747	18748	22
12783	4454	1
76140	80998	1
10349	1361	5
29759	41966	4
26645	48445	6
73343	88263	4
28755	62044	61
79685	86515	3
26330	26331	9
15078	29797	6
67215	84781	1
19611	8315	7
10090	11146	13
73410	81966	3
24539	49323	9
18900	27759	8
27520	29694	2
51922	83439	2
2144	553	1
46814	8206	1
10107	6108	40
18058	44258	1
71315	89838	8
86652	89160	4
51072	8158	2
15992	25847	1
21942	48900	1
75697	79484	2
18185	49616	3
60221	8412	6
74859	78102	3
4371	5880	10
66667	8252	116
73848	80532	1
29643	51884	2
13320	13365	1
16807	5375	1
70594	80122	1
33097	66128	10
74070	77102	3
16040	29563	1
14946	26081	7
67676	67975	7
35629	42396	1
15125	35159	1
31932	38417	3
5754	8934	35
56962	60562	4
47334	66847	8
20479	24284	3
53068	54209	10
2836	7801	1
39272	47184	47
29532	97077	5
3667	9649	72
1909	88	2
56550	56551	6
19570	5562	2
88923	91499	4
36833	8045	1
85036	88960	1
53089	56746	13
13681	4459	24
37559	9690	8
54689	92139	3
16332	16333	7
16278	17826	5
66367	89675	1
34644	718	3
11998	1799	1
3090	39094	20
15654	40031	22
83758	84402	2
23960	7086	12
45545	67107	10
12827	14401	32
71930	89501	3
45473	9716	2
18486	2059	3
26526	4455	38
30871	40860	3
12414	9558	14
28323	28324	9
977	978	1
29715	32285	2
12324	9288	1
17015	28500	5
56675	61201	9
4345	4991	16
21060	7665	2
10229	43005	7
10472	10473	7
23900	8548	4
21155	22382	16
39467	48568	6
49447	55594	4
18540	3007	112
23176	43494	129
14242	1921	5
6589	6590	42
10550	17278	7
10740	29743	4
41963	45420	1
19570	9134	1
2684	9023	22
74874	79830	1
87780	89705	5
15122	27655	80
10264	51541	1
72522	72523	1
55639	64871	131
32825	64600	2
12254	897	31
12648	60116	14
26187	38075	3
218	25739	1
15869	31969	3
66019	70894	1
54862	61910	6
12473	25131	1
14067	14684	30
16370	2341	1
24032	41147	145
18548	4077	2
1332	3992	4
4362	5857	6
37535	53183	5
12608	52608	89
30066	35756	11
20739	31247	9
33159	54631	6
31728	40734	5
2582	4199	1
54520	64554	2
1247	30499	18
27851	8933	5
4227	7333	5
1201	12111	3
30944	5336	3
60537	69604	3
43065	66581	1
10914	51531	47
35646	42909	2
67231	80690	1
25705	5354	1
13440	2277	57
62605	89208	1
11972	17219	14
65212	67989	5
46470	4865	4
19351	41376	3
51017	59326	4
19864	21151	27
13484	47536	3
10426	8447	128
17545	34058	1
24348	32818	18
72980	73082	3
5571	7415	7
25712	28822	6
4247	8284	6
78782	81657	3
44435	47875	1
30938	65587	4
20434	8386	16
1300	9321	14
43475	57516	7
73486	87904	5
27588	32333	92
17228	54706	2
30023	37459	12
5265	6268	20
40325	40866	2
1299	16601	74
4512	70857	5
49318	54830	2
84284	87748	1
44804	44805	4
16497	32209	166
11952	6355	83
21057	26305	3
21925	41281	1
10437	43617	2
23108	42406	2
12502	54669	2
38679	54284	4
33217	35942	2
20694	51603	11
74204	86789	9
21968	87729	6
16807	28399	1
1635	4600	22
14204	57910	5
26795	9445	1
70485	71132	1
1256	6939	6
16738	9323	20
48580	8822	3
15573	2692	2
1074	3863	18
20691	64247	1
39522	42714	3
28114	57567	2
11966	18020	47
68706	74991	3
1101	19985	5
69113	69978	3
11025	5989	115
40792	78812	4
24497	4118	9
24223	56882	39
10510	5514	1
30684	9480	122
10272	15363	67
71694	80322	2
48412	48855	5
14478	49693	2
2936	2937	82
737	738	16
28856	6028	22
446	9365	10
16218	8515	2
89320	90898	2
85650	89684	2
21448	299	1
23904	25150	1
20552	40719	1
28156	4470	5
25340	6524	36
37320	3947	8
82102	83634	2
40469	56614	9
18296	3950	13
32929	39795	2
11585	58344	9
11663	15936	2
22413	23017	1
30073	59805	1
44284	58248	1
16822	82174	1
66957	67547	1
28797	33004	5
27266	36993	22
47162	54344	1
48959	68730	39
29489	68296	79
32554	41670	1
51523	9263	1
22796	44759	1
21089	4511	5
17506	4995	1
68150	74757	1
25603	53759	1
52713	59179	1
46970	56464	1
37619	70960	1
12680	70294	58
14463	56878	5
41895	61509	1
13124	4894	4
25500	9717	19
67238	68622	1
11575	893	10
42232	49618	6
56096	9087	2
26410	78318	1
18422	25369	19
12132	12133	10
30774	39823	8
19516	40133	16
12564	3832	1
17974	26311	4
32382	37249	4
13400	44860	1
11301	9134	2
33305	65356	4
23605	64483	16
50208	73964	2
69423	70734	2
49504	65198	23
29284	6022	19
23871	9348	1
89599	89600	2
53670	58159	1
63170	83223	2
24315	57515	2
21574	22176	13
19324	19325	8
7180	7181	32
20776	43557	7
26693	36501	1
21960	31197	2
13703	33361	2
46080	8215	2
23240	55263	77
90111	96387	1
10287	3931	2
42581	42911	4
1762	3931	7
1772	54460	2
87252	90642	1
36731	57043	4
23957	27215	8
50645	8717	12
66562	88219	2
16170	31186	4
50043	53462	8
10602	6540	2
2335	50907	1
29226	43487	38
24781	28470	3
44998	49438	2
29055	36020	8
15393	2048	19
44617	68730	6
20442	8725	8
17211	61517	1
6097	6098	72
26241	7256	4
10879	6753	129
32608	62859	75
2962	4479	122
34199	92979	2
13203	40357	2
31370	44044	13
31496	31497	4
77149	83600	3
27443	37776	2
16363	9652	2
10213	10213	6
1404	66935	1
79790	85538	2
76323	81123	2
71337	81763	2
27125	37881	1
18076	64350	3
32850	32851	6
11132	20869	35
25934	45395	3
1876	25339	12
11406	2686	3
92659	94360	1
77606	85459	1
26430	66503	1
59323	914	109
54746	68686	3
10019	55944	1
15007	815	3
62103	70471	2
28184	36323	2
15772	30806	6
31187	46241	3
47139	63597	27
80506	81514	1
71186	76162	2
27008	64190	1
1602	29883	12
20763	718	4
68256	91319	2
52205	84301	2
62527	67620	1
23245	64675	8
32418	32791	1
36509	49586	1
48104	73838	1
41381	41382	11
60949	68295	1
1799	32279	1
29486	43069	25
29032	8955	3
44249	68730	6
20983	9679	6
19732	36148	2
73230	77752	3
33373	50423	10
14103	5907	3
36275	48154	3
12915	55809	7
42316	83132	1
7149	7150	9
23329	43151	4
15266	38094	1
3903	9148	6
10385	5867	5
51084	5284	3
15984	65430	7
12704	62956	8
83267	85899	5
23105	43206	5
155	156	11
10111	12124	4
12800	16995	14
49964	56526	1
29683	37919	5
69661	85137	3
10998	3153	1
89365	93762	1
2448	9005	2
78407	87381	3
17832	2614	2
23278	5659	3
22105	42725	1
12789	19098	10
44022	7663	1
14692	37073	10
1530	27201	5
91913	94133	2
1685	37079	74
11249	40205	6
41750	91699	2
23812	34375	7
20778	49580	10
17721	32813	3
16370	4852	4
77114	85258	1
13412	44007	3
10847	10990	5
62143	66724	1
12124	39224	1
15535	20822	33
3091	33367	5
61090	65388	2
29069	37063	5
2453	32224	1
20576	27413	1
12620	12849	12
50597	52886	8
16145	3385	1
2266	48786	43
82425	82426	2
57440	64722	2
51258	63753	8
15755	6099	1
34594	51694	5
10484	44733	131
16587	4284	9
20244	24670	18
11978	18908	24
32213	38149	1
66471	66472	2
41897	41898	1
79126	81722	1
46234	61650	5
10867	4418	8
82661	87288	3
22336	22337	7
11301	13320	18
1789	3	147
14113	18991	1
16034	38710	1
10101	26098	30
27595	43924	9
3518	47330	1
43874	7573	1
24323	5314	1
64435	64436	4
23903	8145	10
19560	3670	16
82189	91084	1
5717	5718	10
20522	3757	1
46655	69507	2
67320	68720	1
21946	35155	3
14231	39462	2
17821	6281	3
17965	27899	3
10018	3844	7
11590	6430	34
15134	25051	1
66772	72914	2
10113	57770	25
3824	3825	81
28373	35915	4
28901	42170	2
20768	37878	20
30241	51229	1
71629	96798	1
1170	8021	30
81163	81455	1
32773	46920	5
22352	42879	3
1344	9458	1
14458	66570	3
57274	60044	1
30637	33471	38
20693	24010	13
12784	21703	24
19493	8812	58
78690	83996	1
29437	33646	11
2430	31611	7
20556	48138	1
25897	50477	3
32546	4866	15
8643	9456	10
39601	62569	1
13708	16812	7
19683	4161	8
1147	4530	2
5774	6857	1
24681	52416	2
39032	55422	2
10264	6561	1
23344	45679	1
43489	59893	3
10933	10934	25
10077	9978	8
19292	36051	23
19615	35819	2
19880	5411	3
27594	54618	3
45896	78552	2
13242	57954	1
22860	7293	6
14644	14645	3
18743	70999	3
48495	65491	10
2207	2470	11
17258	21291	2
24721	8715	4
25266	37105	1
46620	52118	2
36237	65324	4
13663	4458	3
18093	52842	12
10480	31171	8
25879	25880	1
28072	31676	8
15578	1819	50
34993	61853	8
15132	35004	3
23647	7104	17
23043	48194	2
7893	7894	117
20034	20035	11
6026	7763	5
25890	57142	4
89296	89755	1
32366	34761	8
15382	9912	66
21258	65570	1
42638	57821	1
2866	5464	2
13300	43734	1
33612	50822	5
306	306	3
22803	27874	3
18957	28112	11
80418	88812	1
19704	19705	14
15357	26406	1
1963	459	13
4894	4895	9
3793	7739	10
2716	45597	3
11232	11861	14
53445	54287	6
1197	36570	4
52457	55634	73
45060	63583	1
38927	955	7
63062	68743	1
272	9803	4
20175	49943	1
72329	74943	8
25406	48623	11
3255	43207	1
91281	92800	2
16833	22736	11
19351	4562	1
70375	87921	3
16484	34455	1
46825	55169	6
76316	78744	1
10129	8477	1
43876	5837	7
718	794	4
1075	3312	21
20385	53622	8
23946	32324	1
2584	51130	1
10235	2204	49
47194	47383	5
1901	9803	4
50028	50037	4
15026	2381	1
59050	59051	6
36928	63727	4
20192	313	6
2374	2375	20
12416	7386	4
24015	27042	1
77041	82405	1
53075	57015	3
28277	65491	3
20809	641	1
31317	31318	2
22091	39340	60
31007	40212	27
40946	48905	1
53030	60013	2
60951	9512	58
1799	21525	2
60944	67996	2
12297	12902	31
25425	26131	1
21097	25054	2
23964	31313	3
67488	84556	4
12022	299	3
10508	18566	20
42406	67749	3
2546	58423	1
29363	9605	18
35783	74265	3
30484	6853	6
37629	63421	51
12113	25974	1
23952	44075	8
23141	5814	9
3931	6950	2
92041	95285	1
81686	84783	2
16868	23111	11
33971	7219	8
24849	36559	6
68813	80131	3
6252	6613	44
26689	31360	2
41014	45821	1
10737	19333	5
3710	39338	9
13376	9859	13
89814	91647	3
13493	34115	1
45224	7266	10
24541	28548	3
67963	75293	4
27594	39325	68
12210	30313	4
28363	43891	1
50606	64426	1
19659	61078	2
16384	1968	6
19570	6929	2
1097	24017	11
47362	63898	3
62468	63359	4
23026	41742	7
1053	2449	76
14034	47496	4
33930	62761	4
26308	38639	47
34700	5213	6
20982	35779	3
25360	31202	2
35443	50396	1
23769	3884	1
2762	896	178
72316	85323	1
22874	6345	1
70980	76256	1
26973	28610	1
57188	6646	13
810	848	3
35781	79827	1
28647	43995	3
31347	31655	9
40407	43170	21
29628	4058	3
48086	53746	5
41516	64708	2
1961	92855	1
59139	79165	1
21632	22481	8
28035	47938	5
92195	92964	3
12471	12675	5
10242	10243	2
26855	26856	45
1332	22067	1
25751	54286	1
14269	6913	9
47970	66286	1
12497	13477	1
74525	77765	1
37340	5013	1
1169	24074	4
38275	44022	26
12632	40996	7
52196	6767	1
14820	15739	15
20188	46121	113
24683	46712	41
24457	47052	1
65492	9861	11
12250	33877	13
77224	80439	2
55583	65742	3
43888	51274	1
20815	85631	1
1033	5558	12
44267	6219	1
1459	1460	4
24266	38942	1
26719	7970	3
13678	27664	1
23730	42507	5
4061	5463	16
83889	85780	2
2771	56272	1
13226	22980	6
19608	52228	1
36447	70813	9
1288	8925	13
36597	42319	4
21539	44122	3
65679	90160	1
24454	8974	183
14002	25888	43
15428	40499	1
25520	7227	1
48893	54188	8
11577	3305	9
47254	51294	4
66207	92044	8
90300	90515	2
10886	45387	5
77367	78705	4
13557	15984	15
10775	13654	7
3385	3790	1
38378	44263	2
1539	38801	4
5456	5458	65
29183	34543	1
11542	2217	62
55671	870	8
49471	8932	7
4241	620	51
25572	25573	11
22702	2675	19
71527	84129	2
25371	41519	9
24331	54703	4
12265	30203	12
141	5077	8
24472	36457	8
34344	62343	5
59331	68075	2
1965	49055	2
57048	63923	1
34117	9995	1
22323	53818	1
15705	19106	3
10738	2838	1
10902	56440	13
7289	9521	1
35999	58208	2
29254	3195	7
22790	43266	7
45319	52435	5
72824	79154	3
2111	24507	7
31390	3706	2
31871	8345	5
6684	7567	52
13420	13440	1
32537	53304	2
18297	93425	1
80546	85887	1
13625	22274	1
15125	480	1
12774	16415	47
4560	6568	25
18448	25971	2
68614	70747	1
6970	7870	21
4318	8510	16
52067	52068	1
29542	35824	1
21561	47237	48
37079	38897	30
11320	19570	2
3251	48197	1
1327	40118	23
1815	29393	154
22308	30180	4
93528	93873	5
12734	33673	26
12667	28938	13
11966	2567	5
39005	39006	14
50575	71576	3
33012	41907	4
22684	9970	5
76104	77679	1
19965	4074	1
1782	54533	59
3105	7933	16
56935	67910	3
13623	54940	1
10523	27853	2
6039	6749	1
18516	5060	8
20527	8961	19
15109	25782	11
72524	78281	1
14946	6193	10
18720	9158	14
43735	44638	7
37161	53931	5
21821	25404	4
61631	64524	75
22184	35199	1
2826	2827	4
28835	42679	9
17837	27424	1
17140	725	6
23191	24218	10
16434	59836	1
28838	41164	1
17177	19224	2
21164	48908	8
49953	60333	12
36910	49578	1
10819	3605	2
29084	33681	1
50879	63092	12
1638	17188	25
22436	40308	38
13992	3789	29
376	44123	1
12786	30587	7
21875	51177	4
12707	37516	6
55571	77341	2
62551	97163	9
18029	27995	3
12859	24091	1
20033	46542	8
2374	46332	6
21354	9429	7
11238	21248	4
72291	84723	5
41532	47570	3
89605	90563	1
43784	63246	2
57684	57685	53
25671	47149	14
1424	6666	7
13779	48120	4
63512	66868	4
59338	66009	1
39916	57523	4
15063	28401	1
35678	5079	8
14523	2189	1
25735	406	7
25892	4009	2
28032	44470	4
10934	1568	19
29564	52924	1
62906	65144	3
74954	81832	1
15314	4108	2
12648	60117	3
30331	44584	10
56492	56493	4
14191	32765	3
50793	67479	2
7047	9402	28
16832	40819	2
1362	9565	1
2425	305	1
24254	29688	2
43144	4565	7
39096	44050	3
11878	38625	5
70404	74175	1
1208	55201	3
64637	88898	5
21686	2813	26
31494	31495	4
31360	59005	2
24386	25469	73
28765	61533	2
29258	42875	4
16663	64111	7
82361	82941	1
76986	76987	2
41130	6873	1
13350	3216	66
41222	779	2
73453	76195	1
1046	5653	22
2638	7722	11
27660	51143	6
44004	53658	1
1308	4550	4
81477	88854	2
2382	6263	1
2921	357	12
22538	57860	6
10027	17262	13
15471	20193	12
31689	56937	3
12733	8571	6
38141	52312	4
36521	63099	13
59382	59383	4
27061	27184	1
2481	505	17
46147	46432	4
28901	39938	10
35199	38055	3
29412	44864	1
34246	40640	1
52317	72176	4
26096	68685	5
56565	7351	2
37776	6192	16
70152	72886	2
2614	2615	9
14534	20037	7
31421	40513	8
10751	8387	5
1052	14904	9
1115	8856	14
35319	58889	2
11561	32966	10
18157	25664	4
14722	4567	33
15078	62986	6
22190	35415	17
24744	49443	3
19817	9845	18
23049	35401	13
33271	34383	12
45750	50205	78
27622	8727	55
51658	57755	3
30737	978	1
13937	13938	10
2175	2488	10
10669	4164	2
32828	55195	5
27124	5475	1
11419	89686	1
1672	4847	2
41650	86650	1
66838	76610	1
22326	47350	8
90310	96148	2
41238	57248	2
28732	28733	29
53582	82046	2
20800	50208	2
81869	83249	1
7953	9080	78
54040	56859	1
32297	5210	2
35607	9984	3
29793	8971	7
74981	86209	2
45840	66060	1
85886	87873	3
7561	7561	140
55946	60752	2
18426	28607	27
88021	89695	8
48800	54228	1
13650	6296	1
12496	14339	5
71879	79144	4
61551	67365	2
3287	3288	16
14451	2856	10
13509	40145	1
11557	31843	3
20247	67415	5
12140	12151	1
52115	83013	4
21011	26405	2
28140	39477	1
45710	69428	1
11839	7929	4
28802	56999	18
10317	20255	2
11353	14393	7
41058	56371	60
1411	15456	2
15867	4298	12
74635	95486	2
57346	85553	3
36821	62505	4
18859	23445	1
21555	28697	2
96197	96325	1
23546	57619	7
30221	30222	5
24717	65693	1
21951	27535	2
3109	32135	1
23549	31852	8
49471	7818	8
14833	89686	1
71792	73120	1
6024	8888	1
20711	3320	3
14423	5362	2
42462	52770	2
16654	8998	11
17338	17800	15
20262	39743	1
19010	27290	11
44077	51595	6
21925	55996	1
11003	19910	4
14700	2477	13
1625	52948	4
77234	87031	1
10131	6404	11
16441	27055	4
68285	71118	2
46605	641	1
49148	65326	97
20102	36354	12
18535	24428	18
56480	86253	2
74535	75161	2
2897	6958	37
21217	33266	113
69431	72594	2
56546	68521	1
11643	12285	2
83081	87265	1
14214	36682	1
1056	2516	14
58314	71350	4
5457	63421	58
86589	87462	2
36874	36874	20
8999	9551	2
10405	85689	2
62089	69342	2
22645	22745	1
28731	38716	5
19968	21216	8
26387	44273	68
23980	47737	6
29524	63582	1
90512	91789	1
17227	44721	18
73484	87253	1
38890	64409	2
3488	9797	1
57642	64859	4
57835	64829	4
19248	29863	3
14543	9980	4
879	9187	6
23854	28805	2
10826	7821	1
50128	62943	17
13194	50509	1
29564	53251	15
71267	80623	2
16664	3009	17
72742	80900	1
22870	22871	2
56048	56049	2
11982	16433	17
19234	39146	7
43069	5196	22
2707	9902	32
65483	92175	4
67093	86372	1
31466	31786	11
61385	69800	1
31852	67907	16
16855	7998	3
2361	7919	1
57418	60860	1
43271	53836	8
24426	65819	22
10583	37730	2
3468	40369	3
17897	53205	4
89601	90015	3
55257	7579	7
43815	65811	3
10395	23279	6
1968	23553	11
2076	3406	10
41018	56629	1
38228	7784	27
38343	4843	1
1251	14412	25
23745	44869	6
72282	82301	3
21953	6625	3
35829	41213	8
26151	60817	7
3223	4038	16
10366	414	19
53668	53669	2
1462	6774	1
46126	89765	1
2372	7392	1
16145	3295	1
16803	34971	1
24696	62847	2
55097	5980	1
19063	2820	1
36245	71689	47
19935	36332	1
48962	61274	4
32561	39454	17
15547	45750	58
72829	74984	1
56713	58759	1
13143	13757	10
10144	2476	2
14509	37783	1
51800	59253	9
79619	88818	1
76431	78680	1
12825	6798	1
14089	25453	7
20454	46138	13
18469	2176	1
28254	38238	1
29871	5627	7
57646	66867	1
71724	76128	2
59771	64570	1
2791	36205	1
36287	47326	4
18121	56905	10
40018	45780	1
10046	26404	10
10586	5996	4
10023	18474	9
16403	25951	5
446	45257	1
8750	929	11
81386	82231	2
28257	67711	2
45493	45494	3
12523	18846	1
1101	7906	9
25278	25279	9
77196	79516	1
20440	36382	172
20451	47703	2
35653	54408	7
10145	80722	1
21056	43828	1
20843	21899	9
11496	5711	35
32316	34297	1
23081	24507	10
17504	21593	38
48311	50429	1
24855	87374	1
68641	74912	1
73266	74176	2
18257	3958	8
3483	364	1
14536	22395	4
16574	6222	7
463	9489	46
320	52368	1
2523	3135	107
25131	39399	6
10752	24533	4
17983	41383	2
19608	43302	1
29922	8902	1
40229	78347	2
38722	44210	1
12088	12088	1
88934	92318	2
19111	24958	1
32720	446	1
55055	59006	10
34685	50778	1
11486	8113	7
29147	376	45
60084	66610	2
20453	46138	1
19351	34384	9
15740	1787	23
23103	23994	3
2591	4656	10
4108	5321	97
4628	504	4
19334	29221	25
11060	12625	26
18868	44591	1
36335	62098	86
65226	65227	1
30363	59520	2
66665	6922	8
16619	18451	1
23914	5756	10
453	9484	3
79297	90233	3
29368	3411	16
41558	909	2
35139	9529	1
43851	68415	2
71888	73901	2
12235	1485	2
10364	26175	1
38128	42323	4
4051	56832	17
23769	27737	23
222	5261	88
50685	51525	2
47979	87809	1
20853	20854	4
24552	89162	2
36314	36482	89
19972	23495	4
42256	60060	6
33888	56298	1
4056	6300	6
66559	72207	2
7194	9859	17
20539	36565	1
7661	7690	1
19230	43245	2
31561	7039	10
4488	61472	59
19057	31901	3
26664	26665	8
22961	5524	1
14164	63543	2
19503	714	12
2685	27470	1
39135	64406	3
21236	42028	8
24575	42501	5
35479	4898	1
2372	417	8
25571	51092	6
79112	82051	3
73128	86553	1
32777	4233	1
92935	93733	1
3078	7230	6
12598	3685	75
74261	81403	2
59606	9482	1
24324	36236	1
52269	78691	1
81275	86743	2
14800	6922	3
84839	85303	1
17282	48504	6
4147	9785	8
20145	9681	2
15281	32197	7
30488	59961	3
28805	53170	1
35791	63556	4
32246	60580	7
22499	36405	1
89363	89364	4
24357	31665	10
37523	43393	2
5551	5552	14
23435	44837	74
32201	4312	11
4626	983	11
46351	50514	6
15910	33445	1
20164	7181	34
55024	64317	3
12799	1426	7
28760	48208	7
15244	9411	3
86790	90994	5
20512	55246	1
20242	26571	44
37671	42388	9
85993	85997	3
14368	718	1
60675	61201	4
35347	61000	1
28820	37584	47
74871	78258	5
47072	7272	1
28518	48339	3
50476	73699	2
3149	6994	60
18141	60463	3
13619	58544	1
2433	63983	2
29294	34329	5
53624	58788	8
18429	3149	13
15947	22544	7
2968	54305	3
47729	9887	1
16499	50341	12
68613	8513	2
51657	60463	19
14354	27035	48
11411	46121	88
3828	7571	5
17873	49760	2
43117	52222	2
36566	9888	3
14151	8054	5
3255	9669	15
56017	93926	2
3190	36570	2
33286	41356	7
2958	2959	9
38313	38660	1
3190	6051	2
10302	16537	3
89320	94360	3
27337	59742	2
59411	90494	1
86421	90261	2
26572	62006	4
38787	47891	9
70474	77528	5
15971	35484	7
30726	30727	5
38867	5164	3
11278	21600	5
65145	97206	6
67631	75886	1
78271	86951	4
52254	56792	11
15084	22140	14
72768	88673	1
62157	67131	8
41394	43986	3
6627	8525	1
28036	55444	1
24908	376	1
68245	70765	2
21578	49749	3
34883	68076	16
1046	5359	3
75804	85882	1
22759	44322	3
13357	2826	4
87961	93063	1
24473	37147	13
32664	46422	1
18365	21657	5
26134	26135	5
11863	18392	3
26019	62706	1
16459	3467	34
29940	7197	2
33327	54790	4
73272	75461	2
58302	73773	1
28768	33741	3
23877	49186	5
91314	96395	1
76289	79330	2
20877	23439	17
34075	7315	3
30944	33363	2
75464	87400	1
27188	29492	6
74975	75883	1
68855	70327	1
38996	46495	22
24199	2571	1
18952	23183	1
68735	72642	4
49414	63204	1
129	2854	12
24201	58950	4
2095	2752	2
69920	83511	2
11715	66	25
12488	6435	3
46522	70210	2
17070	33707	3
11174	31581	3
19437	5303	2
48075	48076	2
72279	79684	2
22961	3335	2
27555	47710	3
66979	73901	2
13359	35274	18
18517	33113	3
38079	38080	2
45072	45121	3
40238	9071	13
7143	79401	4
16900	42703	25
17821	5441	3
2132	39943	1
36354	6590	7
18554	26527	13
64725	65532	2
12954	8426	1
10720	16995	3
31617	3920	12
22634	23939	1
17202	18055	11
72772	87453	1
13669	37876	2
14816	5975	2
35000	37326	4
3003	3004	82
22756	24557	9
61023	92906	1
40841	55264	9
74112	87557	5
36903	45917	5
39321	65604	2
66122	8301	1
56357	81791	2
24241	27093	2
54798	85878	3
22672	32704	29
49599	53440	5
16318	38506	11
32278	33215	9
16338	38641	85
17041	45099	1
39557	47247	59
12507	718	1
22894	6373	3
19	49979	12
41435	63615	8
20949	62252	1
28	446	3
30401	39063	6
34035	34496	1
21048	31966	12
20403	20404	9
19692	411	1
31790	60537	3
31833	43410	4
72163	83208	2
34857	8647	1
23982	38381	7
1231	5414	6
19934	23183	48
57435	59643	3
23067	51862	3
73240	73241	1
15503	15504	10
16090	40979	8
28891	60156	74
10809	29640	1
12165	14214	1
66675	82897	8
41967	69534	2
1332	212	1
14930	25662	27
24535	24983	4
2054	37282	1
48616	53622	1
70873	89741	1
24936	51231	4
28165	35175	8
1735	5728	1
24919	39381	1
16224	45328	2
11669	62681	2
51306	60502	10
2578	7380	116
17391	57679	1
43798	65630	1
23709	35084	5
32172	5762	34
35320	42585	19
42882	54634	1
68165	85995	3
15471	1756	1
29571	4011	2
49523	69761	7
32119	36357	10
3469	7628	1
55855	66254	10
40390	52256	9
23645	29763	1
24755	55200	4
82702	95828	1
37095	47129	11
24783	26164	6
53852	56574	5
74513	76809	1
25238	49627	76
26712	303	10
32634	37437	2
20761	885	15
18591	23629	1
158	74686	3
19918	30850	3
22443	56123	1
51741	55295	2
73139	79495	2
49347	7795	65
104	26935	19
1648	25601	15
47896	58068	6
15747	19570	1
52927	6733	5
75175	81863	1
23933	31048	4
24981	48780	1
27018	33536	3
13722	26478	1
18873	26012	17
25794	36649	2
17188	3203	3
59901	66718	2
69241	70810	1
25289	25289	35
52593	54592	9
10938	30936	6
20281	31527	1
1332	13669	1
83604	83905	4
22512	7511	4
15235	6061	1
50989	76592	4
74598	74642	4
30093	3383	14
2568	7684	32
4436	479	16
15503	5008	14
29056	29057	9
37023	50156	7
38319	62983	3
11623	1727	2
31321	43513	1
1003	2001	2
79643	81760	1
16622	39689	1
69916	80634	3
21173	42318	2
19292	8212	94
34087	37716	10
1172	1201	45
1050	12518	6
4868	55562	2
11301	60357	1
10104	31719	4
22344	43206	1
10628	16089	45
34269	59416	1
20297	22529	25
54734	7399	2
18618	23028	72
78681	81984	1
53299	63778	1
1324	22153	25
5496	9111	45
17661	5653	49
15527	5354	13
15139	18075	4
37708	45170	8
18096	23435	1
10501	7886	21
15201	40853	1
90269	95318	1
72267	82061	2
74595	76484	1
13749	53518	170
82070	86563	2
19619	22035	19
73884	74475	2
12409	15644	13
71704	78630	2
47410	9016	1
12491	702	34
21976	22362	76
93769	94717	2
75952	78594	1
25177	35299	8
12508	27762	4
1764	8947	1
22449	26003	4
22576	49534	9
54621	61625	1
1725	2133	2
1732	1733	11
45577	63230	1
22429	39809	6
69747	79978	2
3623	36282	5
16145	41742	6
27391	35503	1
48560	55765	1
78221	87040	2
19863	24556	3
45731	52537	1
31235	35474	19
61597	67438	1
48530	58007	12
46221	9444	69
31008	5562	1
4868	58024	2
35149	7919	1
73319	83181	1
87042	96017	3
67756	85241	3
374	7709	20
41115	59918	2
15001	34816	14
31494	50762	3
34532	43102	45
5592	6943	1
60311	60312	2
37694	40719	2
28053	50886	2
15351	28225	70
11107	20142	4
14113	39604	2
11210	3296	1
10824	3762	1
13211	37999	7
21876	51177	3
53039	62859	158
12119	18417	4
67331	67378	1
25819	25860	2
8084	8966	1
14318	16319	8
66659	79728	1
16189	34060	3
17300	9211	20
13259	1470	2
12172	12173	4
49038	51657	2
13989	35098	15
90024	92953	2
1052	2174	4
10842	19230	5
15800	42732	7
13126	62746	1
23025	38719	21
45804	5088	7
73759	74841	1
14045	2940	2
14641	56304	1
81868	81871	2
83740	85569	1
82999	85609	2
77067	93236	1
6718	6719	11
12201	27293	1
1074	6576	1
13904	28603	1
4228	5880	1
11733	49335	6
31142	34964	1
27418	29786	5
13389	28982	4
30519	4590	67
67266	69244	2
61166	938	70
23685	74914	3
3638	36634	1
22928	3576	5
17178	3037	18
27867	49933	4
40168	46103	13
58406	68378	58
16823	58208	1
72322	72323	1
11476	6059	2
40258	46304	1
76769	82688	1
3349	3350	32
11130	24213	5
20737	4427	12
28285	51527	4
17787	17788	9
19519	33640	10
15990	7591	19
17451	37328	1
15846	16862	6
91176	91445	1
56894	59744	2
88010	90683	2
4136	7931	1
11144	41436	1
4487	45396	32
11047	11048	9
15136	22110	2
34516	46196	5
26081	50416	7
202	2894	30
91552	93644	2
44876	6619	21
12973	45271	10
38610	68167	23
14982	15752	1
16831	34218	4
18391	23387	8
15296	15297	22
12760	12761	2
14079	14080	4
83587	86864	5
20167	23375	2
17086	26261	2
