scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
25249	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
80819	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
775	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
51517	Nitrospirae	2	NA;Nitrospirae	Nitrospira <class>	NA;Nitrospira <class>
8244	unclassified Bacteria	2	NA;unclassified Bacteria	candidate division TM7	NA;candidate division TM7
81024	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
23295	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
21879	unclassified Bacteria	9	unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;NA	candidate division TM7	candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;NA
30279	Deinococcus-Thermus	3	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci
58653	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
66472	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
23777	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
56274	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
64600	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
95315	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
9198	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
65319	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
19346	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;NA
1627	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;Gammaproteobacteria
68716	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
82900	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
27303	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
33890	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
10557	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
23133	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
6160	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
68433	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
27067	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
41796	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
60241	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
15474	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
294	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
95419	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Anaerolineae	Anaerolineae
53291	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
33957	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2218	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
88590	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
80579	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
69272	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
6832	Proteobacteria	1	Proteobacteria	NA	NA
6044	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
28667	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
57349	Proteobacteria	1	Proteobacteria	NA	NA
16148	Proteobacteria	1	Proteobacteria	NA	NA
1981	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
40685	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
46559	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
1383	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
83841	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
15654	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
22519	Proteobacteria	18	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
8462	Proteobacteria	1	Proteobacteria	NA	NA
85280	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
666	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
58850	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
31007	Proteobacteria	1	Proteobacteria	NA	NA
3794	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
27012	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
65361	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
35379	Nitrospirae	1	Nitrospirae	Nitrospira <class>	Nitrospira <class>
84287	Firmicutes	1	Firmicutes	Bacilli	Bacilli
75028	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
34000	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
94919	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
22909	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
15732	Proteobacteria	1	Proteobacteria	NA	NA
43691	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
2565	Proteobacteria	1	Proteobacteria	NA	NA
55224	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
34196	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
15881	unclassified Bacteria	8	NA;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	NA;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7
30161	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
38450	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
22584	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria
6125	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
25129	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
2589	unclassified Bacteria	3	unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7;NA
88979	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
20976	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
12585	unclassified Bacteria	4	NA;NA;NA;unclassified Bacteria	candidate division TM7	NA;NA;NA;candidate division TM7
8932	Proteobacteria	1	Proteobacteria	NA	NA
112	Bacteroidetes/Chlorobi group	6	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
20765	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
90893	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
65711	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
56896	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
28212	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
17378	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
43497	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
756	Proteobacteria	1	Proteobacteria	NA	NA
67323	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
87104	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
80777	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
26879	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
6766	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
8424	Proteobacteria	1	Proteobacteria	NA	NA
34754	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6934	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
52588	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
26753	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
6109	unclassified Bacteria	7	unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;candidate division TM7;NA
29551	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
16865	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
42750	Proteobacteria	1	Proteobacteria	delta/epsilon subdivisions	delta/epsilon subdivisions
76317	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12825	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
50731	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
37530	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
24659	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
23392	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
57048	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
2988	Proteobacteria	1	Proteobacteria	NA	NA
76685	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
50981	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
49980	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
15123	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
75470	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
19683	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
52452	Proteobacteria	1	Proteobacteria	NA	NA
56255	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
977	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
4916	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
89891	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
4067	Proteobacteria	8	NA;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
14974	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
9769	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
24038	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
72165	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
5687	Deinococcus-Thermus	9	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci
57150	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
38859	Proteobacteria	1	Proteobacteria	NA	NA
19572	Deinococcus-Thermus	3	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci
85886	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6475	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
18894	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
30234	Proteobacteria	1	Proteobacteria	NA	NA
60535	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
477	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
15861	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
27152	Proteobacteria	1	Proteobacteria	NA	NA
20679	Proteobacteria	1	Proteobacteria	NA	NA
30596	Actinobacteria <phylum>	29	NA;NA;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;NA;Actinobacteria;Actinobacteria;NA;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
7879	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
54278	Deinococcus-Thermus	5	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci;Deinococci;Deinococci
36443	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
360	Proteobacteria	1	Proteobacteria	NA	NA
7416	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
72404	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
10968	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
34128	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
42197	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
73317	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3279	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
61203	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
21111	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
58433	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3377	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
2321	Proteobacteria	1	Proteobacteria	NA	NA
13132	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
3082	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
85182	Chlamydiae/Verrucomicrobia group	2	Chlamydiae/Verrucomicrobia group;Chlamydiae/Verrucomicrobia group	Verrucomicrobia	Verrucomicrobia;Verrucomicrobia
40499	Proteobacteria	1	Proteobacteria	NA	NA
26875	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
37099	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
31519	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
35034	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
26486	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
16472	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
80442	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2774	Proteobacteria	2	Proteobacteria;NA	NA	NA
74878	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32234	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
74465	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2989	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
