scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
12804	Proteobacteria	8	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
23082	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
56300	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
151	Bacteroidetes/Chlorobi group	10	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;NA
7551	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
9771	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
20611	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
57841	Nitrospirae	1	Nitrospirae	Nitrospira <class>	Nitrospira <class>
75295	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
28503	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
38574	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
20660	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
76850	Alveolata	1	Alveolata	Ciliophora	Ciliophora
28939	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
96143	Proteobacteria	1	Proteobacteria	NA	NA
92194	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
89607	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	NA	NA
79570	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
58704	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
24998	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
27108	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
52011	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
24675	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
49061	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
27045	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
22483	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
3499	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
88239	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
61117	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
47546	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
31201	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
14616	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
23272	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
54272	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
53913	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
21309	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
95221	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
26265	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
67876	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32325	Actinobacteria <phylum>	3	NA;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria;Actinobacteria
15299	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
3337	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
12142	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
4655	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
5119	Proteobacteria	1	Proteobacteria	NA	NA
43336	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
64577	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
56913	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
84900	Firmicutes	1	Firmicutes	NA	NA
30836	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
9738	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
14079	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4721	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
87319	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
5972	unclassified Bacteria	2	NA;unclassified Bacteria	candidate division TM7	NA;candidate division TM7
6944	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
37915	Proteobacteria	1	Proteobacteria	NA	NA
25200	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
31919	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
20303	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6525	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
9646	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
21210	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4451	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
42353	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria;Actinobacteria
23964	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
17234	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
80028	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
17899	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
39828	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
21221	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
32506	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
45256	Proteobacteria	1	Proteobacteria	NA	NA
10282	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
67532	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
1149	Proteobacteria	28	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
30422	Nitrospirae	1	Nitrospirae	Nitrospira <class>	Nitrospira <class>
20517	unclassified Bacteria	1	unclassified Bacteria	NA	NA
58278	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
30652	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
10727	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
75587	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
16008	Bacteroidetes/Chlorobi group	8	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
52387	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
64709	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
21872	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
87712	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
73499	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
15443	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
78343	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
15970	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2866	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
67321	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
22716	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
92065	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
50618	Proteobacteria	1	Proteobacteria	NA	NA
89680	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
86387	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
90085	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
64495	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
64700	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
40973	Chloroflexi <phylum>	3	Chloroflexi <phylum>;Chloroflexi <phylum>;Chloroflexi <phylum>	Anaerolineae	Anaerolineae;Anaerolineae;Anaerolineae
63791	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
79392	Firmicutes	2	NA;Firmicutes	Clostridia	NA;Clostridia
59115	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
7659	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
30351	Proteobacteria	1	Proteobacteria	NA	NA
76180	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
20209	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
10056	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
4854	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
46790	Proteobacteria	1	Proteobacteria	NA	NA
57711	Fibrobacteres/Acidobacteria group	1	Fibrobacteres/Acidobacteria group	Acidobacteria	Acidobacteria
68376	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
19509	Proteobacteria	1	Proteobacteria	NA	NA
43680	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
66960	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
5678	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
692	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
77951	Actinobacteria <phylum>	4	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
33669	Proteobacteria	1	Proteobacteria	NA	NA
17524	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
42565	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
39867	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
70150	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13154	Proteobacteria	1	Proteobacteria	NA	NA
17326	Proteobacteria	1	Proteobacteria	NA	NA
6442	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
1907	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
11341	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
56957	Nitrospirae	3	Nitrospirae;Nitrospirae;Nitrospirae	Nitrospira <class>	Nitrospira <class>;Nitrospira <class>;Nitrospira <class>
32862	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
14879	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4295	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
64440	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
510	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
13332	Actinobacteria <phylum>	16	NA;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
96304	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
48061	Proteobacteria	6	NA;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;NA;Gammaproteobacteria
9051	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
1501	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
76208	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
91381	Proteobacteria	7	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
13997	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
4786	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
86499	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3034	unclassified Bacteria	1	unclassified Bacteria	NA	NA
42958	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
80426	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13035	Proteobacteria	1	Proteobacteria	NA	NA
44209	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
8323	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
43958	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
72702	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
78489	Alveolata	1	Alveolata	Ciliophora	Ciliophora
73489	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
89885	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2963	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
33020	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
5811	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
23601	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
76991	Proteobacteria	1	Proteobacteria	NA	NA
25950	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
82146	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
28386	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
91746	Proteobacteria	2	NA;Proteobacteria	NA	NA
16168	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria;Gammaproteobacteria
83811	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
6436	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
1465	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
57922	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
32451	Proteobacteria	1	Proteobacteria	NA	NA
20149	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
24422	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
43913	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
43799	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
36860	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
88012	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
21217	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
63253	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
53955	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
24077	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
16876	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
18854	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
89982	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
93119	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
19689	Chloroflexi <phylum>	6	NA;NA;Spirochaetes;Chloroflexi <phylum>;Firmicutes;Chloroflexi <phylum>	NA	NA
4078	Proteobacteria	21	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;NA;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Alphaproteobacteria;NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
19060	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
1920	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
25461	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
8454	Firmicutes	4	Spirochaetes;Chloroflexi <phylum>;Firmicutes;Firmicutes	NA	NA
5157	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
3483	unclassified Bacteria	3	NA;unclassified Bacteria;unclassified Bacteria	candidate division TM7	NA;candidate division TM7;candidate division TM7
70602	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
72685	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
3868	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
1404	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
19234	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
9225	Actinobacteria <phylum>	8	NA;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
25538	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
259	Proteobacteria	1	Proteobacteria	NA	NA
74121	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32947	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
7500	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
38840	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
10356	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
31748	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
72517	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
43687	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
20464	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
54332	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12923	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
28918	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
1333	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
16260	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
36927	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4307	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
23271	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
5179	Proteobacteria	1	Proteobacteria	NA	NA
